年分,原始值,年增率
1992,1399.45,-
1993,1530.96,-
1994,1537.73,-
1995,2023.25,-
1996,2132.60,-
1997,1971.08,-
1998,1989.92,-
1999,1754.80,-
2000,1976.69,-
2001,2196.56,-
2002,2240.95,-
2003,2192.80,-
2004,2306.30,-
2005,2442.21,-
2006,2246.76,-
2007,2146.03,-
2008,1971.67,-
2009,1672.88,-
2010,1607.25,-
2011,1499.01,-
2012,1363.78,-
