年分,原始值,年增率
1992,190305,...
1993,214383,12.65
1994,236251,10.20
1995,332154,40.59
1996,348879,5.04
1997,319902,-8.31
1998,334495,4.56
1999,272355,-18.58
2000,305793,12.28
2001,338063,10.55
2002,340536,0.73
2003,330655,-2.90
2004,330320,-0.10
2005,328154,-0.66
2006,281561,-14.20
2007,241091,-14.37
2008,209351,-13.17
2009,155151,-25.89
2010,142774,-7.98
2011,116831,-18.17
2012,100264,-14.18
