年分,原始值,年增率
1992,172551,...
1993,176748,2.43
1994,153097,-13.38
1995,155613,1.64
1996,173047,11.20
1997,172540,-0.29
1998,158923,-7.89
1999,179597,13.01
2000,181614,1.12
2001,180527,-0.60
2002,185751,2.89
2003,158687,-14.57
2004,176975,11.52
2005,207425,17.21
2006,229193,10.49
2007,265860,16.00
2008,271186,2.00
2009,261973,-3.40
2010,269340,2.81
2011,260356,-3.34
2012,262058,0.65
