年分,原始值,年增率
1992,130975,...
1993,135886,3.75
1994,113474,-16.49
1995,110069,-3.00
1996,120626,9.59
1997,127294,5.53
1998,111772,-12.19
1999,129239,15.63
2000,135329,4.71
2001,130754,-3.38
2002,135542,3.66
2003,115321,-14.92
2004,134503,16.63
2005,160543,19.36
2006,181288,12.92
2007,216278,19.30
2008,221979,2.64
2009,220249,-0.78
2010,226421,2.80
2011,219149,-3.21
2012,220472,0.60
