年分,原始值,年增率
1981,0.83,-
1982,0.90,-
1983,0.94,-
1984,0.95,-
1985,0.94,-
1986,0.91,-
1987,0.90,-
1988,0.94,-
1989,0.98,-
1990,0.99,-
1991,1.11,-
1992,1.14,-
1993,1.15,-
1994,1.21,-
1995,1.17,-
1996,1.21,-
1997,1.36,-
1998,1.33,-
1999,1.35,-
2000,1.36,-
2001,1.49,-
2002,1.49,-
2003,1.54,-
2004,1.49,-
2005,1.50,-
2006,1.48,-
2007,1.39,-
2008,1.52,-
2009,1.52,-
2010,1.38,-
2011,1.37,-
